"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-01","0.00",",,S","67","H,,S","83",",,S","56",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-02","0.00",",,S","67","H,,S",,,"57",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-03","0.00",",,S","69","H,,S","83",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-04","0.00",",,S","68","H,,S","84",",,S","59",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-05","0.00",",,S","70","H,,S","84",",,S","59",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-06","0.00",",,S","70","H,,S","83",",,S","60",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-07","0.00",",,S","70","H,,S","84",",,S","62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-08","0.00",",,S","69","H,,S","83",",,S","62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-09","0.00",",,S","68","H,,S","80",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-10","0.00",",,S","68","H,,S","78",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-11","0.00",",,S","69","H,,S","81",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-12","0.00",",,S","68","H,,S","80",",,S","60",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-13","0.00",",,S","65","H,,S","80",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-14","0.00",",,S","63","H,,S","76",",,S","55",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-15","0.00",",,S","64","H,,S","78",",,S","54",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-16","0.00",",,S","62","H,,S","76",",,S","54",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-17","0.00",",,S","63","H,,S","78",",,S","53",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-01-18","0.00",",,S","68","H,,S","80",",,S","54",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-02-22","0.00",",,S","75","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-02-23","0.00",",,S","74","H,,S","90",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-02-24","0.00",",,S","74","H,,S","87",",,S","62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-02-25","0.00",",,S","74","H,,S","85",",,S","64",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-02-28","0.00",",,S","76","H,,S","87",",,S","66",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-03-01","0.00",",,S","79","H,,S","90",",,S","70",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-08-03",,,"85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2021-11-30","0.00",",,S","71","H,,S","87",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-01-01","0.00",",,S","67","H,,S","81",",,S","58",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-07",,,"82","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-08",,,"86","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-09",,,"80","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-10","0.39",",,S","76","H,,S",,,"69",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-11","0.93",",,S","77","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-12","0.02",",,S","78","H,,S",,,"74",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-13","0.08",",,S","81","H,,S",,,"74",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-14","0.73",",,S","77","H,,S",,,"72",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-04-15","0.04",",,S","74","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-02","0.09",",,S","83","H,,S",,,"79",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-03","0.13",",,S","81","H,,S",,,"80",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-04","0.69",",,S","85","H,,S",,,"80",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-06","2.56",",,S","79","H,,S",,,"78",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-07","0.28",",,S","85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-08","0.08",",,S","83","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-09","0.48",",,S","86","H,,S",,,"80",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-11","0.67",",,S","84","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-16","5.46",",,S","82","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-17","3.48",",,S","83","H,,S",,,"77",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-18","3.00",",,S","84","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-19","0.48",",,S","80","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-07-22","0.48",",,S","89","H,,S",,,"80",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-08","0.40",",,S","86","H,,S",,,"77",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-09","0.01",",,S","85","H,,S",,,"79",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-10","0.01",",,S","85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-11",,,"90","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-13","1.29",",,S","82","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-15","0.01",",,S","85","H,,S",,,"78",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-16","0.94",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-18",,,"88","H,,S",,,"81",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-20","0.60",",,S","86","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-21","0.00",",,S","85","H,,S",,,"82",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-22","1.42",",,S","86","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-23","0.11",",,S","82","H,,S",,,"79",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-24","0.01",",,S","83","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-25","0.00",",,S","84","H,,S",,,"79",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-26","0.23",",,S","85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-27","1.70",",,S","81","H,,S",,,"78",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-28","2.13",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-29","0.02",",,S","85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-30","3.06",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-08-31","0.69",",,S","84","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-01","0.88",",,S","82","H,,S",,,"78",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-02","0.56",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-03","3.50",",,S","79","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-05","5.37",",,S","79","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-06","0.02",",,S","82","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-07","0.02",",,S","85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-09",,,"88","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-10","1.93",",,S","85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-11","0.76",",,S","82","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-12","1.13",",,S","82","H,,S",,,"78",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-13","1.76",",,S","79","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-15","1.00",",,S","79","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-22","2.17",",,S","84","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-23","2.53",",,S","83","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-24","0.36",",,S","80","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-25","0.12",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-29","0.08",",,S","84","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-09-30",,,"85","H,,S",,,"79",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-01",,,"87","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-02","1.46",",,S","80","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-03","2.02",",,S","83","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-04","0.35",",,S","82","H,,S",,,"78",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-06","0.01",",,S","85","H,,S",,,"77",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-07","0.00",",,S","86","H,,S",,,"77",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-08","1.97",",,S","80","H,,S",,,"74",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-09","0.43",",,S","79","H,,S",,,"74",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-10","0.14",",,S","80","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-11","4.27",",,S","76","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-13","0.36",",,S","79","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-14","0.18",",,S","81","H,,S",,,"77",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-15","0.04",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-16","0.00",",,S","85","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-17",,,"85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-18","0.04",",,S","81","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-20",,,"82","H,,S",,,"74",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-22",,,"85","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-23",,,"81","H,,S",,,"76",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-24","1.33",",,S","72","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-25","0.13",",,S","73","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-26","0.01",",,S","73","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-27","0.00",",,S","77","H,,S","89",",,S","68",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-28","0.00",",,S","77","H,,S",,,"67",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-29","0.00",",,S","79","H,,S",,,"67",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-30","0.00",",,S","80","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-10-31","0.00",",,S","82","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-01","0.00",",,S","81","H,,S",,,"72",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-02","0.00",",,S","79","H,,S",,,"72",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-03","0.00",",,S","79","H,,S","87",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-04","0.00",",,S","80","H,,S",,,"71",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-05","0.00",",,S","81","H,,S","91",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-06","0.00",",,S","78","H,,S",,,"72",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-07","0.00",",,S","79","H,,S",,,"71",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-08","0.00",",,S","76","H,,S","89",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-09","0.00",",,S","76","H,,S",,,"67",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-10","0.00",",,S","76","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-11","0.00",",,S","76","H,,S",,,"67",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-12","0.00",",,S","74","H,,S",,,"65",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-13","0.00",",,S","76","H,,S",,,"67",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-14","0.00",",,S","74","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-15","0.00",",,S","74","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-16","0.00",",,S","74","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-17","0.00",",,S","74","H,,S",,,"66",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-18","0.00",",,S","73","H,,S",,,"65",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-19","0.00",",,S","72","H,,S",,,"63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-20","0.00",",,S","75","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-21","0.00",",,S","76","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-22","0.00",",,S","74","H,,S",,,"63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-23","0.00",",,S","74","H,,S","87",",,S","64",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-24","0.00",",,S","72","H,,S",,,"65",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-25","0.00",",,S","71","H,,S",,,"63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-26","0.00",",,S","75","H,,S",,,"65",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-27","0.00",",,S","71","H,,S",,,"65",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-28","0.00",",,S","76","H,,S",,,"64",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-29","0.00",",,S","78","H,,S",,,"68",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-11-30","0.00",",,S","79","H,,S","88",",,S","71",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-01","0.00",",,S","76","H,,S","86",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-02","0.00",",,S","75","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-03","0.00",",,S","72","H,,S","86",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-04","0.00",",,S","71","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-05","0.00",",,S","74","H,,S","88",",,S","63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-06","0.00",",,S","72","H,,S",,,"63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-07","0.00",",,S","73","H,,S",,,"63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-08","0.00",",,S","69","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-09","0.00",",,S","72","H,,S",,,"62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-10","0.00",",,S","70","H,,S","83",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-11","0.00",",,S","69","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-12","0.00",",,S","70","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-13","0.00",",,S","69","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-14","0.00",",,S","69","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-15","0.00",",,S","70","H,,S",,,"62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-16","0.00",",,S","69","H,,S",,,"63",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-17","0.00",",,S","70","H,,S",,,"62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-18","0.00",",,S","73","H,,S","85",",,S","62",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-19","0.00",",,S","71","H,,S",,,"66",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-20","0.00",",,S","68","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-21","0.00",",,S","69","H,,S","81",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-22","0.00",",,S","68","H,,S",,,"60",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-23","0.00",",,S","69","H,,S",,,"61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-24","0.00",",,S","67","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-25","0.00",",,S","69","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-26","0.32",",,S","64","H,,S","69",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-27","0.00",",,S","64","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-28","0.00",",,S","64","H,,S","78",",,S","58",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-29","0.00",",,S","63","H,,S",,,"57",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-30","0.00",",,S","62","H,,S","73",",,S","56",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2022-12-31","0.00",",,S","61","H,,S","73",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-01","0.00",",,S","63","H,,S","76",",,S","55",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-02","0.00",",,S","65","H,,S",,,"54",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-03","0.00",",,S","65","H,,S","80",",,S","55",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-04","0.00",",,S","64","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-05","0.00",",,S","65","H,,S",,,"59",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-06","0.00",",,S","65","H,,S","77",",,S","59",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-07","0.00",",,S","65","H,,S","81",",,S","59",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-08","0.00",",,S","67","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-09","0.00",",,S","69","H,,S",,,"58",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-10","0.00",",,S","67","H,,S","85",",,S","60",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-11","0.00",",,S","69","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-12","0.00",",,S","66","H,,S","79",",,S","57",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-13","0.00",",,S","63","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-14","0.00",",,S","65","H,,S",,,"56",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-15","0.00",",,S","66","H,,S",,,"58",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-16","0.00",",,S","64","H,,S",,,"54",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-17","0.00",",,S","61","H,,S","74",",,S",,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-18","0.00",",,S","61","H,,S",,,"51",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-19","0.00",",,S","59","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-20","0.00",",,S","63","H,,S","78",",,S","51",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-21","0.00",",,S","64","H,,S",,,"53",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-22","0.00",",,S","64","H,,S",,,"54",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-23","0.00",",,S","66","H,,S","78",",,S","57",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-24","0.00",",,S","68","H,,S",,,"58",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-25","0.00",",,S","67","H,,S",,,,
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-26","0.00",",,S","69","H,,S",,,"60",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-27","0.00",",,S","71","H,,S","83",",,S","60",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-28","0.00",",,S","71","H,,S","83",",,S","61",",,S"
"BGM00041891","OSMANY INTERNATIONAL, BG","24.963","91.867","15.2","2023-01-29","0.00",",,S","69","H,,S",,,"63",",,S"
